,keyword,title,author,rating,rating_NUM,review_NUM,summary
339,deep learning,A Guide to Graphic Organizers: Helping Students Organize and Process Content for Deeper Learning,James A. Bellanca,3.33,3,1,"Offers teachers of all grade levels and content areas ready-to-use graphic organizers with guidelines for supporting cooperative learning groups, strengthening students' thinking processes, and developing effective assessments."
340,deep learning,A Children's Guide to SOLO Taxonomy: Five easy steps to deeper learning,Pam Hook,2.67,3,0,SOLO Taxonomy is a powerful model of learning that is both easy to use and highly effective in advancing and deepening learning across the curriculum. With A Childrens Guide to SOLO Taxonomy you can introduce children to the fundamentals of this compelling model in an amusing but meaningful way. It follows Georges progress through the five SOLO levels of learning outcomes
341,deep learning,Deep Learning Made Easy with R: Volume II: Practical Tools for Data Science,N.D. Lewis,4,1,0,"Who Else Wants to Master Deep Learning in Half the Time? Start building smarter models today using R ! Build Deep Learning Models Faster Then You Imagined Possible! This book provides an accessible, hands on, easy to follow guide to building deep learning models in R. If you want to accelerate your progress, discover the best in deep learning and act on what you have"
342,deep learning,Keras 2.x Projects: 9 projects demonstrating faster experimentation of neural network and deep learning applications using Keras,Giuseppe Ciaburro,4,2,0, 
343,deep learning,Practical Convolutional Neural Networks: Implement advanced deep learning models using Python,"Rezaul Karim, Mohit Sewak, Pradeep Pujari",3.67,3,0, 
344,deep learning,Deep Learning for Computer Architects,"Brandon Reagen, Robert Adolf, Paul Whatmough, Gu-Yeon Wei, David Brooks",5,3,0,"Machine learning, and specifically deep learning, has been hugely disruptive in many fields of computer science. The success of deep learning techniques in solving notoriously difficult classification and regression problems has resulted in their rapid adoption in solving real-world problems. The emergence of deep learning is widely attributed to a virtuous cycle whereby"
345,deep learning,R Deep Learning Projects: Master the techniques to design and develop neural network models in R,"Yuxi (Hayden) Liu, Pablo Maldonado",4.67,3,1, 
346,deep learning,Easy Deep Q-Learning 2,Deep Learning Lovers,0,0,0,2ðë<U+6B69>ú¼«í«Ü«Ã«ÈªÎ«³«ó«Ô«å<U+30FC>«¿<U+30FC>«·«ß«å«ì<U+30FC>«·«ç«óªòð¹î§ªËªäªµª·ª¤ Deep Q-Learning ªÎ«×«í«°«é«àªòíÂà÷ª·ªÞª¹Deep Learning ªÎ«é«¤«Ö«é«êªÏTensorFlow 2.0 ªòÞÅª¤ªÞª¹3ó­êªªÎÚª×â«·«ß«å«ì<U+30FC>«·«ç«óªÏUnity ªòÞÅª¤ªÞª¹«í«Ü«Ã«ÈªÎ3ó­êª«â«Ç«ëªÏUnity Asset Store ªËª¢ªë AIDOG10 ªÈª¤ª¦«Á«å<U+30FC>«È«ê«¢«ë«×«í«°«é«àªò××éÄª·ªÞª¹
347,deep learning,Simple Deep Learning 6,Deep Learning Club,0,0,0,ÜâßöªÇªÏTensorFlow 2.0 ªòÞÅªÃªÆîØ<U+5BFE>îÜßæà÷«Í«Ã«È«ï<U+30FC>«¯ GAN ªÎ«×«í«°«é«àªòßöª­ªÞª¹ GAN ªÏ Deep Learning ªòÞÅªÃª¿<U+753B>ßÀßæà÷ªÎÐüâúªÇª¹«¢«Ë«áªÎ«­«ã«é«¯«¿<U+30FC>ªÎäÔªÎ<U+753B>ßÀªòßæà÷ª·ªÞª·ªçª¦ Discriminator ªÈ Generater ªòÔÒãÁªËÌÚãæª¹ªëª³ªÈªÇÊÛ<U+5358>ªËäÌïÒîÜªË Discriminator ªÈ Generator ªò<U+5B66>ã§ªµª»ªëª³ªÈª¬ªÇª­ªÞª¹ªÞª¿tf.GradientTape ªòÞÅªÃª¿«««¹«¿«à«È«ì<U+30FC>«Ë«ó«°ªÎßöª­Û°ªò<U+5B66>ªÓªÞª¹ tf.GradientTape ªòÞÅª¦ª³ªÈªÇªèªêí»ë¦ªËøë<U+5E83>ª¯Ñ¦Ìþ<U+5B66>ã§ªÎ«×«í«°«é«àªòßöª¯ª³ªÈª¬ªÇª­ªÞª¹
348,deep learning,Programming Machine Learning: From Coding to Deep Learning,Paolo Perrotta,4.43,7,1,"Youve decided to tackle machine learning because youre job hunting, embarking on a new project, or just think self-driving cars are cool. But where to start? Its easy to be intimidated, even as a software developer. The good news is that it doesnt have to be that hard. Master machine learning by writing code one line at a time, from simple learning programs all the way to"
349,deep learning,Machine Learning: The Ultimate Guide for Beginners to Programming and Deep Learning With Python.,James Herron,2.33,3,0, 
350,deep learning,"Python: This Book Includes: Deep Learning with Python, Python for Data Analysis",Daniel Geron,0,0,0,Do you want to learn how to write your own codes and programming and get your computer set up to learn just like humans do? Do you want to learn how to write out codes in deep learningwithout having to spend years going to school to learn to code and how all this works? Do you know a bit of Python coding and want to learn more about how this deep learning works? This
351,deep learning,"Python Machine Learning For Beginners: Handbook For Machine Learning, Deep Learning And Neural Networks Using Python, Scikit-Learn And TensorFlow",Finn Sanders,3.5,2,0,"Imagine a world where you can make a computer program learn for itself? What if it could recognize who is in a picture or the exact websites that you want to look for when you type it into the program? What if you were able to create any kind of program that you wanted, even as a beginner programmer, without all of the convoluted codes and other information that makes"
352,deep learning,grokking deep reinforcement learning,Miguel Morales,4.67,3,1,understanding and implementing deep reinforcement learning
353,deep learning,Deep Learning Crash Course for Beginners with Python: Theory and Applications step-by-step using TensorFlow 2.0-Contains a lot of Exercises and Hands-on projects,AI Publishing,4.67,3,0, 
354,deep learning,Easy Deep Q-Learning,Deep Learning Club,0,0,0,"This book is for people who want to make a Deep Q-Learning program with TensorFlow. The theme is a computer-simulated robot dog which walks with its own legs. The dog walks in a computer field freely. It records situations, actions and rewards. From the logs, it learns way of walking using Deep Q-Learning, which is a reinforcement learning technology. We need a number of"
355,deep learning,DEEP LEARNING!,Andres Agostini-Polymath,5,2,0,MR. ANDRES AGOSTINI www.AMAZON.com/author/agostini www.LINKEDIN.com/in/andresagostini www.LIFEBOAT.com/ex/bios.andres.agostini www.FACEBOOK.com/agostiniandres www.ThisSUCCESS.wordpress.com 1.-) ...HUMAN KNOWLEDGE IS DOUBLING EVERY TEN YEARS [AS PER THE 1998 STANDARDS]... [226] 2.-) ...COMPUTER POWER IS DOUBLING EVERY EIGHTEEN MONTHS. THE INTERNET IS DOUBLING EVERY YEAR.
356,deep learning,"Deep Learning and Convolutional Neural Networks for Medical Image Computing: Precision Medicine, High Performance and Large-Scale Datasets","Le Lu, Yefeng Zheng, Gustavo Carneiro, Lin Yang",5,1,1,"This book presents a detailed review of the state of the art in deep learning approaches for semantic object detection and segmentation in medical image computing, and large-scale radiology database mining. A particular focus is placed on the application of convolutional neural networks, with the theory supported by practical examples. Features: highlights how the use of"
357,deep learning,Deep Learning for Business with R: A Very Gentle Introduction to Business Analytics Using Deep Neural Networks,N.D. Lewis,4.33,3,1,"Master Deep Learning & Leverage Business Analytics the Easy Way! Deep Learning for Business With R takes you on a gentle, fun and unhurried journey to building your own deep neural network models for business use in R. Using plain language, it offers an intuitive, practical, non-mathematical, easy to follow guide to the most successful ideas, outstanding techniques"
358,deep learning,"Google Classroom For Teachers: Don't Resist The Change, Go Digital, Learn How To Teach Online Without Making Any Mistakes. Pedagogy, Deep Distance Learning, Digital Classroom Management And Much More",Emily Mitchell,4.25,4,3, 
359,deep learning,Applied Deep Learning with PyTorch: Demystify neural networks with PyTorch,Hyatt Saleh,0,0,0, 
360,deep learning,Easy Deep Learning 2,Deep Learning Aikoukai,0,0,0,"ÜâßöªÇªÏ«Ç«£<U+30FC>«×«é<U+30FC>«Ë«ó«°ªÎ1ðúªÇª¢ªë<U+7573>ªß<U+8FBC>ªß«Ë«å<U+30FC>«é«ë«Í«Ã«È«ï<U+30FC>«¯ (CNN, Convolutional Neural Network) ªòÞÅª¤<U+753B>ßÀªÎ«Î«¤«ºªòð¶ËÛª¹ªë«×«í«°«é«àªòTensorFlowªÈPythonªòÞÅªÃªÆÊÛ<U+5358>ªË<U+5B9F><U+88C5>ª·ªÞª¹<U+6559>ÞÔ«Ç<U+30FC>«¿ªâPythonªÇíÂà÷ª·ªÞª¹ôøãýíºú¾ª±ªË«½<U+30FC>«¹«³<U+30FC>«ÉªËªÏ«³«á«ó«Èªòù¥Ý£ªËÑÀî°ª·ªÆª¤ªÞª¹«Ç«£<U+30FC>«×«é<U+30FC>«Ë«ó«°ªò<U+5B9F><U+8DF5>ª·ª¿ª¤Û°ªËªªª¹ª¹ªáªÇª¹"
361,deep learning,"Artificial Intelligence, Machine Learning and Deep Learning: Essential Concepts to Know about Machine Learning, Deep Learning and Artificial Intelligence (Three Book Bundle)",Mark Howard,2.5,2,0,"Have you ever wanted to learn how to better use your data? Are you interested in the works of machine learning?If you answered yes to these questions, then this book is for you. Artificial Intelligence, Machine Learning and Deep learning are powerful data tools that can help improve businesses. In this book, you will learn: Neural networks Machine learning How it relates"
362,deep learning,"Deep Machine Learning: A Comprehensive Beginner's Developer Guide to Deep Machine Learning Algorithms, Concepts and Techniques",Joe Grant,2,1,1,Are you interested in Machine Learning? Are you fascinated by how robots work? Are you ready to open up to the dynamics of technological change? Machine Learning has been approached in a definitive manner as a subset falling under a larger set of Artificial intelligence. It majorly focuses on the aspect of learning of machines basing on the experience and predicting
