,title,author,rating,rating_NUM,review_NUM,summary
187,Harry Potter and the Goblet of Fire,"J.K. Rowling, Stephen Fry",4.6,558,17,<U+0686><U+0643><U+064A><U+062F><U+0647>: <U+062F><U+0631> <U+0627><U+064A><U+0646> <U+062F><U+0627><U+0633><U+062A><U+0627><U+0646> <U+0643><U+0647> <U+062F><U+0631> <U+062F><U+0648> <U+062C><U+0644><U+062F> <U+0628><U+0647> <U+0686><U+0627><U+067E> <U+0631><U+0633><U+064A><U+062F><U+0647> <U+0627><U+0633><U+062A> <U+0646><U+0634><U+0627><U+0646><U+0647><U+0647><U+0627><U+0649> <U+062C><U+0627><U+062F><U+0648><U+06AF><U+0631><U+0649> <U+0648><U+0644><U+062F><U+0645><U+0648><U+0631><U+062A> <U+062F><U+0631> <U+0622><U+0633><U+0645><U+0627><U+0646> <U+0622><U+0634><U+0643><U+0627><U+0631> <U+0645><U+064A><U+06AF><U+0631><U+062F><U+062F>. <U+0627><U+064A><U+0646> <U+0627><U+0645><U+0631> <U+0633><U+0628><U+0628> <U+0648><U+062D><U+0634><U+062A> <U+062C><U+0627><U+0645><U+0639><U+0647> <U+062C><U+0627><U+062F><U+0648><U+06AF><U+0631><U+0647><U+0627> <U+0645><U+064A><U+0634><U+0648><U+062F>. <U+067E><U+0633> <U+0627><U+0632> <U+0622><U+0646> <U+062F><U+0631> <U+0633><U+0627><U+0644> <U+062A><U+062D><U+0635><U+064A><U+0644><U+0649> <U+062C><U+062F><U+064A><U+062F> <U+0642><U+0631><U+0627><U+0631> <U+0645><U+064A><U+0634><U+0648><U+062F> <U+0645><U+0633><U+0627><U+0628><U+0642><U+0647> <U+0642><U+0647><U+0631><U+0645><U+0627><U+0646><U+0649> <U+0633><U+0647> <U+062C><U+0627><U+062F><U+0648><U+06AF><U+0631> <U+0627><U+0632> <U+0633><U+0647> <U+0645><U+062F><U+0631><U+0633><U+0647> <U+062C><U+0627><U+062F><U+0648><U+06AF><U+0631><U+0649> <U+062F><U+0631> <U+0645><U+062F><U+0631><U+0633><U+0647> <U+0647><U+0627><U+06AF><U+0648><U+0627><U+0631><U+062A><U+0632> <U+0643><U+0647> <U+0647><U+0631><U+0649> <U+067E><U+0627><U+062A><U+0631> <U+062F><U+0627><U+0646><U+0634> <U+0622><U+0645><U+0648><U+0632> <U+0622><U+0646><U+062C><U+0627><U+0633><U+062A> <U+0628><U+0631><U+06AF><U+0632><U+0627><U+0631> <U+0634><U+0648><U+062F>. <U+0646><U+062D><U+0648><U+0647> <U+0627><U+0646><U+062A><U+062E><U+0627><U+0628> <U+0634><U+0631><U+0643><U+062A> <U+0643><U+0646><U+0646><U+062F><U+06AF><U+0627><U+0646> <U+062F><U+0631> <U+0645><U+0633><U+0627><U+0628><U+0642><U+0647> <U+0628><U+0647> <U+0627><U+064A><U+0646> <U+0635><U+0648><U+0631><U+062A> <U+0627><U+0633><U+062A> <U+0643><U+0647> <U+0639><U+062F><U+0647><U+0627><U+0649> <U+062F><U+0627><U+0648><U+0637><U+0644><U+0628> <U+0634><U+0631><U+0643><U+062A> <U+062F><U+0631> <U+0645><U+0633><U+0627><U+0628><U+0642><U+0647> <U+0645><U+064A><U+0634><U+0648><U+0646><U+062F> <U+0648> <U+062C><U+0627><U+0645>
188,Harry Potter - Three Short Stories,Bruce T. Forbes,3.55,60,14,"Three short ""fan fiction"" stories that take place before, during, and at the end of the books we've all read how-many times. First a story about Professor McGonagall, then one about Charley Weasley and dragons, and the last is my own 'final chapter' to the last book (she didn't even give us a memorial service for our friends!)"
189,해리 포터와 마법사의 돌 2,"J.K. Rowling, 조앤<U+30FB>K<U+30FB>롤링, 김혜원",4.57,114,0, 
190,J.K. Rowling's Harry Potter Novels: A Reader's Guide,Philip Nel,3.62,78,9,"Continuum Contemporaries will be a wonderful source of ideas and inspiration for members of book clubs and readings groups, as well as for literature students.The aim of the series is to give readers accessible and informative introductions to 30 of the most popular, most acclaimed, and most influential novels of recent years. A team of contemporary fiction scholars from"
191,Mark Reads Harry Potter and the Sorcerer's Stone,Mark Oshiro,4.45,222,12,"This book version of Mark Reads Harry Potter and the Sorcerer's Stone is fully adapted from the original set of reviews on Buzznet. Additionally, it also contains every re-read review posted on Mark Reads."
192,Ultimate Unofficial Guide to the Mysteries of Harry Potter: Analysis of Book 5,"Galadriel Waters, Astre Mithrandir",4.08,104,3,"J.K. Rowling's 'Harry Potter' septology is an epic mystery and is considerably more sophisticated than it appears. This guide analyzes the mysteries of book 5, including the puzzles and brain-teasers that J.K. Rowling has painstakingly hidden with the story line."
193,Harry Potter and the Bible: The Menace Behind the Magick,Richard Abanes,3.1,294,41,"Harry Potter books are flying off the shelves of secular bookstores at an astonishing rate. Some evangelicals are buying them, too. Should Christian parents be exposing their children to these ""wizard-in-training"" manuals? Is there a sinister side to Harry Potter and his pals that is spiritually dangerous for young readers?Characterized by astronomical publishing"
194,The Harry Potter Ultimate Cocktail Cookbook: 30 Drink Recipes to Liven Up Your Great Hall,Dennis Carter,3.88,41,4,"Harry Potter isnt always a little kid with the dream of becoming a great wizard, eventually he turns into an adult. In wizarding society, seventeen is the magical age in which young wizards can start to legally imbibe. Harry turns eighteen during the last book of the series, so he has had a whole year of drinking under his belt. Alcohol is very strongly regulated in the"
195,Harry Potter,Stephen Skelton,4.63,81,0,"Insight on the Christian heritage of J.K. Rowling's wizard through the three most relevant questions. First, what does the author say about faith? Then, what does the story say about faith? And finally, what does the Bible say to confirm or refute the author? Running time: 15 minutes."
196,"Memes: Ultimate Memes 2018! Funniest Memes on the Internet - Epic Comedy Book (Dank Memes, Funny Fortnite Battle Royale Memes, Memes For Teens, Pikachu ... Roasts, Jokes, Fails, Harry Potter Jokes)",Memes Memes,4.46,35,0,"ULTIMATE MEMES ARE BACK Do you love memes? This book contains 3000 pages of memes, it's an all you can meme buffet. We've Gathered the best on the internet so you can view them easily here. We've got everything, from Bad luck Brian to Grumpy cat The File Size is very large so keep that in mind, also Amazon forces me to charge a higher price due to the data, ignore the"
197,Ebook Recensione di Harry Potter e la Pietra Filosofale,Mr. Opinione,4.52,141,10,"Salve a tutti, questo piccolo ebook e' una piccola recensione del famosissimo romanzo della scrittrice J. K. Rowling... Se non avete ancora comprato il suo romanzo e volete prima farvi un idea del suo romanzo vi consiglio di comprare il mio ebook. Vi auguro una buona lettura!"
198,166 Harry Potter Facts - Trivia Training To Become The Ultimate Witch Or Wizard,Steven Newton,4.48,151,4,"Dragon liver costs 17 sickles per ounce and has 12 magical properties. Do you know what they are!? 166 facts you probably don't know about the Magical Wizarding World of Harry Potter! If you want to up your knowledge, feel a bit of nostalgia from your favorite magical world or just need that perfect gift to give to a Harry Potter addict, click 'Add to cart' button Now!"
199,"The Geeky Chef Strikes Back: Even More Unofficial Recipes from Minecraft, Game of Thrones, Harry Potter, Twin Peaks, and More!",Cassandra Reeder,4.16,109,36,"The Geeky Chef Strikes Back is your chance to finally drink Estus, nibble Seed Cakes, slurp White Dragon Noddles, and a lot more. The Geeky Chef is back with even more delicious, real-life recipes from your favorite sci-fi and fantasy books, movies, TV shows, and video games. Discover the foods you've always wanted to taste from realms like The Lord of the Rings and Harry"
200,Harry Potter y el Misterio del Principe,J.K. Rowling,4.74,138,16,"En efecto, suspendido en el cielo encima del castillo, habia un reluciente craneo verde con lengua de serpiente, la marca que dejaban los mortifagos cuando salian de un edificio donde habian matado... Una noche de verano, cuando Dumbledore llega a Privet Drive a recoger a Harry Potter, su mano derecha se torna oscura y marchita, pero no explica la razon. Los rumores y las"
201,Harry Potter and the Descent into Darkness,Athey,4.37,38,5,Fandom: Harry PotterRelationships: Harry Potter/Voldemort--------------------------------------------------4th yr. Through an accident Harry and Voldemort's Horcrux begin to interact and Harry slowly begins to change. He becomes stronger & slowly grows aware of the sinister events that have perpetuated his entire life. Dark!Harry
202,Harry Potter and the Sorcerer's Stone: A Deluxe Pop-Up Book,"Jill Daniels, Rodger Smith, J.K. Rowling",4.59,430,7,"Harry Potter and the Sorcerer's Stone comes to life as never before in this collectible deluxe pop-up edition. This lavish visual retelling includes six of the key scenes from this beloved saga and each one is brought to life with exciting pop-ups, pull-tabs, and creative 3-D engineering. With new full-color illustrations, and page after page of interactive fun, fans of"
203,The Politics of Harry Potter,Bethany Barratt,4.07,70,4,This political analysis of Harry Potter uses the beloved wizarding world to introduce readers to the equally murky and intimidating world of the political. Readers may be surprised to discover that in fact J. K. Rowling's work provides us with entries into all of the most important political questions in history - from current controversies about terrorism and human
204,Harry Potter and the Goblet of Fire,"J.K. Rowling, Stephen Fry",4.6,558,17,<U+0686><U+0643><U+064A><U+062F><U+0647>: <U+062F><U+0631> <U+0627><U+064A><U+0646> <U+062F><U+0627><U+0633><U+062A><U+0627><U+0646> <U+0643><U+0647> <U+062F><U+0631> <U+062F><U+0648> <U+062C><U+0644><U+062F> <U+0628><U+0647> <U+0686><U+0627><U+067E> <U+0631><U+0633><U+064A><U+062F><U+0647> <U+0627><U+0633><U+062A> <U+0646><U+0634><U+0627><U+0646><U+0647><U+0647><U+0627><U+0649> <U+062C><U+0627><U+062F><U+0648><U+06AF><U+0631><U+0649> <U+0648><U+0644><U+062F><U+0645><U+0648><U+0631><U+062A> <U+062F><U+0631> <U+0622><U+0633><U+0645><U+0627><U+0646> <U+0622><U+0634><U+0643><U+0627><U+0631> <U+0645><U+064A><U+06AF><U+0631><U+062F><U+062F>. <U+0627><U+064A><U+0646> <U+0627><U+0645><U+0631> <U+0633><U+0628><U+0628> <U+0648><U+062D><U+0634><U+062A> <U+062C><U+0627><U+0645><U+0639><U+0647> <U+062C><U+0627><U+062F><U+0648><U+06AF><U+0631><U+0647><U+0627> <U+0645><U+064A><U+0634><U+0648><U+062F>. <U+067E><U+0633> <U+0627><U+0632> <U+0622><U+0646> <U+062F><U+0631> <U+0633><U+0627><U+0644> <U+062A><U+062D><U+0635><U+064A><U+0644><U+0649> <U+062C><U+062F><U+064A><U+062F> <U+0642><U+0631><U+0627><U+0631> <U+0645><U+064A><U+0634><U+0648><U+062F> <U+0645><U+0633><U+0627><U+0628><U+0642><U+0647> <U+0642><U+0647><U+0631><U+0645><U+0627><U+0646><U+0649> <U+0633><U+0647> <U+062C><U+0627><U+062F><U+0648><U+06AF><U+0631> <U+0627><U+0632> <U+0633><U+0647> <U+0645><U+062F><U+0631><U+0633><U+0647> <U+062C><U+0627><U+062F><U+0648><U+06AF><U+0631><U+0649> <U+062F><U+0631> <U+0645><U+062F><U+0631><U+0633><U+0647> <U+0647><U+0627><U+06AF><U+0648><U+0627><U+0631><U+062A><U+0632> <U+0643><U+0647> <U+0647><U+0631><U+0649> <U+067E><U+0627><U+062A><U+0631> <U+062F><U+0627><U+0646><U+0634> <U+0622><U+0645><U+0648><U+0632> <U+0622><U+0646><U+062C><U+0627><U+0633><U+062A> <U+0628><U+0631><U+06AF><U+0632><U+0627><U+0631> <U+0634><U+0648><U+062F>. <U+0646><U+062D><U+0648><U+0647> <U+0627><U+0646><U+062A><U+062E><U+0627><U+0628> <U+0634><U+0631><U+0643><U+062A> <U+0643><U+0646><U+0646><U+062F><U+06AF><U+0627><U+0646> <U+062F><U+0631> <U+0645><U+0633><U+0627><U+0628><U+0642><U+0647> <U+0628><U+0647> <U+0627><U+064A><U+0646> <U+0635><U+0648><U+0631><U+062A> <U+0627><U+0633><U+062A> <U+0643><U+0647> <U+0639><U+062F><U+0647><U+0627><U+0649> <U+062F><U+0627><U+0648><U+0637><U+0644><U+0628> <U+0634><U+0631><U+0643><U+062A> <U+062F><U+0631> <U+0645><U+0633><U+0627><U+0628><U+0642><U+0647> <U+0645><U+064A><U+0634><U+0648><U+0646><U+062F> <U+0648> <U+062C><U+0627><U+0645>
